Iteration 1,Iteration 2,H1 Weekly Bill [€],H2 Weekly Bill [€],H3 Weekly Bill [€],H4 Weekly Bill [€],H5 Weekly Bill [€],H6 Weekly Bill [€],H7 Weekly Bill [€],H8 Weekly Bill [€],H9 Weekly Bill [€],H10 Weekly Bill [€]
14,12,8.418882073741052,16.993831924010436,2.638925341195979,7.082132718616386,8.341175597919069,2.6222976720161775,8.365697189416743,2.6202779055741163,8.413342068114622,2.595637509395431
15,12,8.418882073741052,16.993831924010436,2.638925341195979,7.082132718616382,8.341175597919069,2.6222976720161775,8.365697189416743,2.6202779055741163,8.413342068114622,2.595637509395431
16,12,8.418882073741052,16.993831924010436,2.638925341195979,7.082132718616386,8.341175597919069,2.6222976720161775,8.365697189416743,2.6202779055741163,8.413342068114622,2.595637509395431
17,12,8.41334329893316,16.9938345743012,2.6389253411953555,7.0821221022155765,8.365701737781553,2.6222976720128996,8.341177028868334,2.62027790557286,8.41888282972485,2.595637509394222
18,12,8.344027397060309,16.99262536923771,2.6389253411948634,7.082112595573151,8.415029366624907,2.622297672010315,8.417265931556331,2.6202779055718697,8.364000911777284,2.595637509393268
19,12,8.344028529218427,16.992627586732596,2.6389253411944638,7.082105596691935,8.415030480562923,2.6222976720082105,8.417267537176693,2.620277905571063,8.36400184145121,2.5956375093924917
20,12,8.417476241327059,16.99496431548545,2.6202779074974285,7.088639729691616,8.345850391977338,2.6220327652764555,8.36477215649198,2.595637513227233,8.416535898841317,2.626013080184131
21,12,8.417476221088835,16.994964715983365,2.620277907497438,7.088639397363559,8.345850372266852,2.6220327652764817,8.36477214181098,2.5956375132272425,8.41653588530112,2.6260130801841375
22,12,8.417476221088835,16.994964715983365,2.620277907497438,7.088639397363559,8.345850372266852,2.6220327652764817,8.36477214181098,2.5956375132272425,8.41653588530112,2.6260130801841375
23,12,8.417476221088835,16.994964715983365,2.620277907497438,7.088639397363559,8.345850372266852,2.6220327652764817,8.36477214181098,2.5956375132272425,8.41653588530112,2.6260130801841375
24,12,8.417477132967614,16.994966290723056,2.6202779074970226,7.088455039076743,8.364772894483608,2.622032765275276,8.34585116918014,2.5956375132268006,8.416536207385896,2.6260130801838484
25,12,8.417479123517062,16.994967337034293,2.620277907496697,7.088451045085793,8.345850674328567,2.622032765274333,8.364773565197165,2.5956375132264546,8.41653698865602,2.626013080183623
26,12,8.417480026534909,16.994968763758923,2.6202779074965172,7.088446236486475,8.364774437207677,2.62203276527381,8.345851342197044,2.5956375132262623,8.416537927634895,2.6260130801834976
27,12,8.41748053571116,16.994969436101,2.620277907496273,7.088443890701098,8.345851759122038,2.6220327652731035,8.364774858017247,2.595637513226003,8.416538254168756,2.6260130801833284
28,12,8.345852711813883,16.99496958699411,2.6202779074960687,7.088442295383996,8.417479826567286,2.6220327652725093,8.416539090120818,2.595637513225785,8.364775222942365,2.626013080183186
29,12,8.34585263311232,16.994970473260157,2.6202779074961042,7.088441133877986,8.417479983413532,2.6220327652726145,8.364775530493056,2.595637513225823,8.416538979665205,2.6260130801832107
30,12,8.417481389839455,16.99497126013544,2.6284981891441674,7.092049633577401,8.416539281203969,2.623917656857776,8.364774817338342,2.595637513225881,8.345852391502051,2.6122978671755255
31,12,8.416539741855937,16.99497134667331,2.6284981891444517,7.092046035916753,8.345853764504197,2.623917656858031,8.364776919157736,2.595637513226055,8.41748096548785,2.6122978671756885
32,12,8.417482122650028,16.994971323674662,2.6284981891443144,7.092041565963348,8.41654140716414,2.623917656857908,8.345854804718908,2.595637513225971,8.364777549425115,2.6122978671756094
33,12,8.420735861818022,16.995777690228604,2.628498186744611,7.079845236563179,8.414460653585717,2.6239176547040626,8.347654740212256,2.5956375117586132,8.368694598586885,2.612297865798057
34,12,8.368696141253753,16.995778576340484,2.6284981867437724,7.0798405956958215,8.347655833814283,2.6239176547033103,8.420736640267945,2.5956375117581,8.414460993624957,2.6122978657975757
35,12,8.420738268998427,16.99577876802332,2.62849818674372,7.079840637661781,8.36869435395675,2.6239176547032628,8.414461830229103,2.5956375117580683,8.347654922128026,2.6122978657975455
36,12,8.42073917482703,16.995776808188253,2.62849818674359,7.079657910030185,8.347655064238793,2.6239176547031464,8.41446239467273,2.595637511757989,8.368697429040818,2.612297865797471
37,12,8.347658945134588,16.9957745160562,2.6284981867438666,7.079653090746575,8.420738211317511,2.6239176547033947,8.36869949602236,2.595637511758158,8.414464521719719,2.6122978657976303
38,12,8.420742489105361,16.995774032192863,2.628498186744413,7.079646833077122,8.368699079419972,2.623917654703885,8.414466618602365,2.595637511758492,8.347659728597591,2.6122978657979434
39,12,8.347662210566089,16.995775575896104,2.6284981867442787,7.0796408837475795,8.368699634806582,2.623917654703766,8.420743177013724,2.595637511758411,8.4144672989656,2.612297865797867
40,12,8.368703027681471,16.99577895352656,2.6284981867439834,7.079636747776997,8.420741456485851,2.6239176547035,8.414467438013524,2.59563751175823,8.34766115751219,2.612297865797698
41,12,8.34766271473072,16.99577989591899,2.628498186744088,7.079812473107461,8.368700974798546,2.623917654703593,8.414468360943614,2.595637511758293,8.420744361496945,2.612297865797757
42,12,8.34766158789997,16.995781286442732,2.6284981867440127,7.0798121577855895,8.368701007858494,2.623917654703527,8.414468360944047,2.5956375117582473,8.420744380065672,2.6122978657977147
43,12,8.368702008184435,16.9957818837662,2.628498186743744,7.07981662572981,8.414465237824402,2.623917654703286,8.420742917695323,2.5956375117580834,8.347660107797163,2.61229786579756
44,12,8.368702110392094,16.995781293032294,2.6284981867435153,7.079817011333135,8.414465247342921,2.6239176547030794,8.420742974107945,2.595637511757943,8.34766014478965,2.6122978657974283
45,12,8.368433712274697,16.99686038777758,2.6284981867432258,7.079817005891205,8.41930033046806,2.623917654702819,8.415097153195898,2.5956375117577664,8.34766019139149,2.612297865797262
46,12,8.413796124780212,17.001245974465338,2.6284981867430255,7.079819763527645,8.344235552957532,2.62391765470264,8.365543681652921,2.595637511757644,8.4225276836159,2.6122978657971476
47,12,8.436141315749323,17.018877403743673,2.5833181455954404,7.053469423193834,8.430102978396661,2.597755178232241,8.380866668862819,2.583507060794553,8.359552932071995,2.553898893359464
48,12,8.430105137529006,17.01887948942894,2.583318145595572,7.0534739789263865,8.359548907981267,2.5977551782323554,8.436139219836072,2.5835070607946307,8.380863988316017,2.5538988933597535
49,12,8.434292956531532,17.02625815167929,2.5408121332689966,7.056713009251788,8.367332035977803,2.5556540734262443,8.386863492486311,2.567614032449318,8.440101242483161,2.553898872445565
50,12,8.44002995910614,17.024764599008314,2.5855850869112085,7.012092506342249,8.382856738567574,2.549521089164215,8.434159754535766,2.5842562007795715,8.366875204331876,2.5538988612530886
51,12,8.383370512325477,17.024451914143903,2.585585086891325,7.012609745486982,8.367294135994424,2.5495210891185227,8.439970114951072,2.5842562007622623,8.433082339146942,2.5538988611790963
52,12,8.435707185528713,17.027634468538377,2.542890153734256,7.009010669920602,8.441118054891707,2.55565402947893,8.368129813938852,2.5676140219207935,8.386632744749928,2.553898857297851
53,12,8.440409245542332,17.0276203419854,2.542890153552056,7.009737959350186,8.368123964416025,2.5556540289826746,8.436595044901061,2.5676140218019046,8.385926382341562,2.553898857126803
54,12,8.385050358730851,17.02796892093484,2.542890153533139,7.010658763533125,8.436586913166696,2.5556540289311505,8.368127968400024,2.567614021789561,8.440020013871578,2.553898857109043
55,12,8.439145261971289,17.028175290193513,2.54289015351463,7.011169091976383,8.436584653560118,2.5556540288807374,8.368125722628843,2.567614021777484,8.385212918405344,2.5538988570916676
56,12,8.434571892929029,17.028320891848743,2.54289015352529,7.01189495428865,8.440288471180311,2.5556540289097747,8.36812381008236,2.5676140217844394,8.385212918349731,2.553898857101676
57,12,8.434527380894643,17.028227525454184,2.542890153525908,7.012428317509668,8.36726973309991,2.555654028911457,8.440747063371075,2.567614021784842,8.385212918346065,2.5538988571022556
58,12,8.384405150273267,17.028224034855164,2.5428901535253625,7.013387802605169,8.439959439770274,2.555654028909971,8.367682024823841,2.567614021784487,8.434754486350732,2.5538988571017422
59,12,8.384405150419449,17.027597868195887,2.542890153500742,7.014054703296975,8.439959439912196,2.555654028842909,8.43610669336597,2.5676140217684207,8.366289083618833,2.553898857078629
60,12,8.384405150405907,17.02733185054606,2.542890153503022,7.014320720988008,8.43995943990626,2.555654028849121,8.436106693343508,2.567614021769909,8.366289083607443,2.5538988570807692
61,12,8.384405150387682,17.027331850511075,2.542890153506091,7.014546714534081,8.435406104737673,2.5556540288574814,8.440453899601938,2.567614021771912,8.36626921900842,2.553898857083651
62,12,8.438500053740077,17.02730918264974,2.5428901535004735,7.015051106428409,8.434925310322283,2.5556540288421816,8.386358996248335,2.5676140217682466,8.366268289421889,2.5538988570783774
63,12,8.438311809199778,17.02686924376802,2.542890153499632,7.0154974276103825,8.385862353193753,2.5556540288398892,8.435605061682976,2.5676140217676977,8.366267043360295,2.553898857077587
64,12,8.433627673214456,17.01759123218382,2.57187027264907,6.9630195102983174,8.35951647508862,2.625272710734186,8.429819688616336,2.591297757357208,8.37950361146871,2.6069810683892887
65,12,8.432656153680457,17.013853617172927,2.5718702728546576,6.965176288597327,8.361294072650736,2.6252727108159135,8.43024929379433,2.591297757450532,8.379848764538597,2.6069810684445365
66,12,8.417463478634241,17.003646359612596,2.626003222274826,7.045714105954844,8.370888776184906,2.62527271372596,8.349745782026059,2.59129776077356,8.423151532930207,2.5932662678828162
67,12,8.416856493177217,16.99950975837222,2.6260032227472614,7.054915551601843,8.421312050619067,2.6252727144248214,8.349420041286518,2.5912977615716017,8.36859613655862,2.5932662696408433
68,12,8.36346421432978,16.999576256224472,2.626003223476875,7.059720140447382,8.418921037082402,2.6252727155041207,8.421566627194961,2.5912977628040696,8.347361750580072,2.5932662723558795
69,12,8.416508753759656,16.993478501066285,2.6389253369890056,7.07893548846476,8.415658643150024,2.6222976498965913,8.364616552938696,2.6202778970939655,8.345864103400816,2.5956370732402085
70,12,8.341717953546972,16.993451478307435,2.6389253380932542,7.081272987532223,8.36510506504996,2.6222976557025546,8.420180862464713,2.6202778993198406,8.413333684600182,2.5956370753828777
71,12,8.341170030872444,16.99387958428803,2.6389253394735643,7.082123053618168,8.365684675576341,2.6222976629600097,8.418871014351723,2.620277902102185,8.413333658696333,2.595637078061216
72,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.0821838830285735,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
73,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.0821838830285735,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
74,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.0821838830285735,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
75,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.082183883028577,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
76,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.082183883028577,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
77,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.082183883028577,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
78,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.082183883028577,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
79,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.082183883028577,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
80,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.0821838830285735,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
81,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.0821838830285735,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
82,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.0821838830285735,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
83,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.0821838830285735,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
84,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.0821838830285735,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
85,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.082183883028577,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
86,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.082183883028577,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
87,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.082183883028577,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
88,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.082183883028577,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
89,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.082183883028577,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
90,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.082183883028577,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
91,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.082183883028577,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
92,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.082183883028577,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
93,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.082183883028577,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
94,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.082183883028577,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
95,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.082183883028577,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
96,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.082183883028577,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
97,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.082183883028581,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
98,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.082183883028581,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
99,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.082183883028577,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
100,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.082183883028577,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
101,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.082183883028581,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
102,12,8.341170013566405,16.99381882549166,2.6389253411989553,7.082183883028581,8.36568465403729,2.6222976720318276,8.418870997339528,2.6202779055801164,8.413333626316518,2.5956370814091376
103,12,8.34117003304277,16.993818873735616,2.6389253394735643,7.073714149123059,8.365684676491654,2.6170524593369437,8.418871015365642,2.6339927151030067,8.413333660266542,2.595637078061216
104,12,8.34117003304277,16.993818873735616,2.6389253394735643,7.073714149123059,8.365684676491654,2.6170524593369437,8.418871015365642,2.6339927151030067,8.413333660266542,2.595637078061216
105,12,8.34117005089114,16.993818913865546,2.6389253380932542,7.073714046916953,8.365684694214988,2.617052455857362,8.418871033628468,2.633992699732096,8.413333691417332,2.5956370753828777
106,12,8.360093921467302,16.993818942391155,2.63892533719444,7.073533838965276,8.419779617217989,2.6170524535915693,8.414317767833046,2.633992698699631,8.344868349000775,2.5956370736388314
107,12,8.414188863246402,16.9938189554511,2.638925336564455,7.073533592776609,8.415226354533969,2.6170524520034593,8.364776269127255,2.6339926979759682,8.34486840590438,2.5956370724164164
108,12,8.419538888842716,17.017983544594237,2.618356902282286,7.043465181742561,8.426514661502031,2.594856665020572,8.373545126936216,2.550119986184943,8.360744971391137,2.5983940715033182
109,12,8.37615503539304,17.03388643049581,2.6069038319993787,7.031625810979602,8.358815878926885,2.5364673088938052,8.431260577950825,2.5905565775052004,8.428456529839657,2.591692018015811
110,12,8.424758250234323,17.033886460686325,2.6069038308776324,7.03162575303656,8.381745875823826,2.5364673064967116,8.357907363318548,2.5905565760531775,8.430276567433012,2.5916920160398984
111,12,8.444127044862205,17.041734094870282,2.5646857087442005,6.9685518679753775,8.396248728886771,2.562125011771802,8.392509516246385,2.561797202411248,8.445939447428916,2.5161513768028296
112,12,8.448319339179818,17.065705794678053,2.5435656964616293,6.957929563331459,8.402813819537993,2.4895556151722955,8.45359536965485,2.547134244462728,8.389184488778174,2.526016068743014
113,12,8.463977681221248,17.07524085755351,2.5194502672536427,6.919061743292856,8.462206360549452,2.4977139631889376,8.391841884918083,2.463515932084252,8.412321316242588,2.519339993695438
114,12,8.401804707928074,17.104237874875302,2.463823254093722,6.856610817612021,8.477670556111008,2.4642064166640405,8.428051370616107,2.4332503754916184,8.48246807593316,2.4596965506749573
115,12,8.478635629562653,17.10393770790916,2.471989443757416,6.855447616238253,8.407287047799375,2.4522270141563784,8.476566659395731,2.4612388819046562,8.426780035689763,2.4308099635866274
116,12,8.433936897448799,17.153726682878307,2.392595648396798,6.804063634497295,8.479830972987887,2.444929862833545,8.49249055227616,2.438775033447576,8.439484160851322,2.42388655438232
117,12,8.508492565233718,17.18510008558043,2.4014581516980944,6.730874665145169,8.45179613328775,2.3947876367275502,8.516032879918765,2.3614725948378625,8.463659377261997,2.39839591030867
118,12,8.456747763723046,17.172015601524098,2.374428481828683,6.731704104247794,8.518649313502124,2.389240486446178,8.468372820353327,2.3943681568025403,8.51807405528178,2.377669216290435
119,12,8.461122925897037,17.192890513291694,2.3744284818286827,6.731704052017394,8.514181862757031,2.389240486446178,8.522120721712929,2.3943681568025403,8.44354358295608,2.377669216290435
120,12,8.5357596180077,17.229945467944127,2.3040061961614495,6.641959867614577,8.477712621134351,2.3417321369339206,8.47807489330895,2.3437971760262784,8.545128449439972,2.339653573428682
121,12,8.491637936732973,17.321526545319546,2.3063635096344415,6.5829670366251225,8.497031615408293,2.2966807178095463,8.527422412633609,2.300871542723344,8.55646401224799,2.2630246708651467
122,12,8.571169899320397,17.310667198309357,2.268338613290814,6.564629682348921,8.510444291413496,2.2670682257855765,8.522411771677291,2.2786020993580567,8.572159646113894,2.2183485723822036
123,12,8.527566631553496,17.381077884748162,2.230818983863601,6.49385482170558,8.594237706193264,2.182039361759425,8.569775441251009,2.2268794466700736,8.530817699779355,2.2205020224760403
124,12,8.597322130259176,17.394292811226297,2.180313430163393,6.448700503548211,8.570826482229162,2.1284769130769634,8.542424889121545,2.1905391496914532,8.619931510028936,2.178992180654877
125,12,8.61409541388087,17.418911632696933,2.207759822203778,6.260451378517053,8.558110243590447,2.196359016861432,8.56068572881387,2.2078988025438027,8.597146207720984,2.154651753170841
126,12,8.558580340929694,17.406721921879583,2.154934882186041,6.212351958346055,8.620294121611595,2.203229913611251,8.620450337953887,2.2049127790656726,8.550832568926337,2.195461175489892
127,12,8.638048982379415,17.427598578093573,2.1553630401210557,6.16422017139797,8.57913830034854,2.12092149714306,8.638162163550135,2.167146439600218,8.576608591796244,2.161412235569803
128,12,8.583061279549943,17.41971926983655,2.211144039193002,6.031343534239137,8.565622808726614,2.1863594697715647,8.637122690361974,2.173113192171045,8.632115849984894,2.151217866165288
129,12,8.575721428366485,17.45440348932182,2.194827164944498,5.859184346161253,8.568419326338763,2.1609681803450873,8.639542519623037,2.1583765724992197,8.630872464715313,2.2066045076845335
130,12,8.63944104030579,17.46942677933194,2.1624222384114513,5.76463167626245,8.574471974299145,2.1896035435184844,8.576115935548044,2.2131717105730764,8.634359882299488,2.2122252194501355
131,12,8.565402145629662,17.465971601643297,2.259491360675467,5.735947636699759,8.634348457027583,2.250000972890503,8.624521963452157,2.2112207514062012,8.565701272096453,2.272633838478929
132,12,8.625959511417316,17.430511418220306,2.285905900348834,5.586979343098665,8.525390627733081,2.310807889724094,8.564435286815845,2.317933941048331,8.60802427956027,2.3361918020332673
133,12,8.538864494155842,17.402670676082163,2.373250337326881,5.530946819811105,8.597463847850513,2.3105885776129345,8.61256327794651,2.3659358586985335,8.54423605602526,2.376820054490261
134,12,8.534810046727326,17.392403199071378,2.3979132850326503,5.553326628915682,8.540179931959319,2.3877170311517473,8.59757927421043,2.380612867256262,8.599513930154176,2.3526838055210386
135,12,8.5399749981309,17.422934745168394,2.410633936699359,5.309066210136605,8.535549418296497,2.3488357371909636,8.591391564078819,2.3862152319897154,8.597042539359695,2.4051956189490573
136,12,8.60195033456254,17.37150400812852,2.3429031674037946,5.216039537798646,8.545984733052046,2.3748272646134274,8.588580500934906,2.3758699152165255,8.524358117227239,2.388372421062365
137,12,8.572704893010549,17.362772865433413,2.4482627860125077,5.036694494601939,8.50878934396319,2.378232525643255,8.50734633096411,2.4244143436985977,8.577405118401636,2.432767298270809
138,12,8.57745933002351,17.32203417993134,2.49580085203494,4.904382792909169,8.493413508886736,2.4757580057770134,8.50465731889805,2.4709421904157467,8.57193677168774,2.443235049435772
139,12,8.570323600958774,17.310786248321513,2.4915172789013327,4.7967782037183655,8.551881108794154,2.5066005470089237,8.491364249855792,2.465121460652067,8.502102274064747,2.523645027724344
140,12,8.556260150520746,17.320216546418113,2.482674642872384,4.6784330426221,8.487572970340901,2.496851517202197,8.57388222223481,2.5008550487540573,8.486089107799076,2.5371347512356297
141,12,8.518973685674892,17.293453259263018,2.54896191191183,4.562492795730491,8.460255446878307,2.522792251043056,8.57641095940958,2.523301609570197,8.496830036170191,2.4894480443484497
142,12,8.537967531772045,17.252833373650688,2.50595520088093,4.615325792275211,8.541204787074864,2.5446710052249593,8.451492136693187,2.5272296138343497,8.462409844354829,2.5557807142389506
143,12,8.449348632621849,17.322417780924464,2.5665870231584162,4.453273423159683,8.517401230991837,2.5413966106301955,8.525605869028059,2.4951457829725814,8.461077023492212,2.554766623020716
144,12,8.528694437906692,17.32839270562931,2.5678744023704527,4.356233828506201,8.527275556971698,2.544002148342646,8.463313605176216,2.5130410078645675,8.450835378151877,2.559356929080351
145,12,8.440843516020712,17.297742024801874,2.5814127857468585,4.422639046878257,8.496993283777101,2.5610958797873966,8.544686243819033,2.5130410078645795,8.449834949513848,2.56253126179035
146,12,8.50844889459771,17.306430399608615,2.586344431515251,4.4790822855996835,8.503570366187263,2.5223319036627347,8.46257154442376,2.5729987564306076,8.445081332675146,2.57786008529924
147,12,8.454405602021636,17.257855548663954,2.5997138510734468,4.465697578182522,8.494128580739224,2.534878833201835,8.431739281191492,2.5753734527857146,8.518377749887106,2.591149522253083
148,12,8.527682494550424,17.189842427993156,2.5756423599763,4.479168376063208,8.42744682226218,2.5731011477511005,8.495636956031465,2.562881363283165,8.41899713104352,2.536450921045498
149,12,8.397969185275102,17.178169038567596,2.589735801521598,4.457010790950015,8.496015632345724,2.5614098697987906,8.508435775502132,2.5161842142954245,8.424552601932637,2.5796670898109975
150,12,8.483138192969054,17.240395686442348,2.589735801521598,4.420306876851853,8.48754541091865,2.5614098697987906,8.42412428088629,2.516184214295439,8.406642576504995,2.5796670898109975
151,12,8.473231133547381,17.28847812944106,2.589735801521598,4.3860696208546965,8.413570443869556,2.5614098697987906,8.491652798661164,2.516184214295441,8.417400898199336,2.5796670898109975
152,12,8.472307712068238,17.29170230148533,2.5957808338721873,4.563603237842483,8.485352707827404,2.5194668686637924,8.422008042901332,2.5821833275683086,8.400997066988507,2.584517900782436
153,12,8.483193424669897,17.317512036471683,2.5946798026937725,4.713654417106177,8.476142819812313,2.5855922700162743,8.421355452694394,2.5856343920432474,8.406287822821762,2.550317561670491
154,12,8.406670054082003,17.3196239993851,2.5604794607481622,4.907554075816862,8.475653681868373,2.592555405481434,8.503238799732904,2.5853813483166994,8.416065402858909,2.6116477717095674
155,12,8.473927667786969,17.26270199737582,2.6183441733457196,5.044785079950261,8.40320046450559,2.5966637144243467,8.423823134112778,2.5511810030192366,8.486586955886244,2.601025809593047
156,12,8.468783959058275,17.254583234703514,2.6066513141074634,5.176586351232563,8.398033262463212,2.6005039639361223,8.41866259499167,2.5996366766571755,8.481443179475812,2.566825463374206
